Id,PostTypeId,ParentId,Body,AnswerCount
"31486204","1","","<p>I need some advice. Two questions, does something already exist for this, what modules should I use to develop this.</p>

<p>I have some structures that come from an XML file. I want to represent them in Python Classes (maybe using a factory to create a class per structure). But I want these classes to have a function that will emit the structure as a C Struct.</p>

<p>From my research ctypes seems like the recommended thing to use to represent the structures in Python classes, but I don't see any methods for anything that will emit C Stucts for the creation of a header file.</p>
","1"
"31391294","1","","<p>I am trying to convert csv to Json. If I encounter csv headers with naming convention <code>""columnName1.0.columnName2.0.columnName3""</code> I need to create a nested JSON --> <code>{ColumnName1 : {columnName2 : {columnName3 : value }}}</code>..</p>

<p>So far I am able to split header into list of subColumnNames and create a nested JSON type, but I am unable to assign a value. Any Help? </p>

<pre><code>    data = open(str(fileName.strip(""'"")),'rb')
    reader = csv.DictReader(data,delimiter = ',',quotechar='""')

    ''' 
        Get the header '''

    for line in reader:
        for x,y in line.items():
            columns = re.split(""\.\d\."",x)
            if len(columns) == 1:
                continue
            else:
                print ""COLUMNS %s""%columns
                testLine = {}
                for subColumnName in reversed(columns):
                    testLine = {subColumnName: testLine}
                ''' Need to Assign value y? '''    
                print ""LINE%s""%testLine
</code></pre>

<p>Output:</p>

<pre><code>COLUMNS ['experience', 'title']
LINE{'experience': {'title': {}}}
COLUMNS ['experience', 'organization', 'profile_url']
LINE{'experience': {'organization': {'profile_url': {}}}}
COLUMNS ['experience', 'start']
LINE{'experience': {'start': {}}}
COLUMNS ['raw_experience', 'organization', 'profile_url']
LINE{'raw_experience': {'organization': {'profile_url': {}}}}
COLUMNS ['raw_experience', 'end']
LINE{'raw_experience': {'end': {}}}
COLUMNS ['experience', 'organization', 'name']
LINE{'experience': {'organization': {'name': {}}}}
</code></pre>
","1"
"39531367","1","","<h1>Situation</h1>

<p>I want to train a specific network architecture (a <a href=""https://arxiv.org/abs/1406.2661"" rel=""nofollow noreferrer"">GAN</a>) that needs inputs from different sources during training.</p>

<p>One input source is examples loaded from disk. The other source is a generator sub-network creating examples.</p>

<p>To choose which kind of input to feed to the network I use <code>tf.cond</code>. There is one caveat though that <a href=""https://stackoverflow.com/a/34934543/850264"">has already been explained</a>: <code>tf.cond</code> evaluates the inputs to both conditional branches even though only one of those will ultimately be used.</p>

<p>Enough setup, here is a minimal working example:</p>

<pre><code>import numpy as np
import tensorflow as tf

BATCH_SIZE = 32

def load_input_data():
  # Normally this data would be read from disk
  data = tf.reshape(np.arange(10 * BATCH_SIZE, dtype=np.float32), shape=(10 * BATCH_SIZE, 1))
  return tf.train.batch([data], BATCH_SIZE, enqueue_many=True)

def generate_input_data():
  # Normally this data would be generated by a much bigger sub-network
  return tf.random_uniform(shape=[BATCH_SIZE, 1])

def main():
  # A bool to choose between loaded or generated inputs
  load_inputs_pred = tf.placeholder(dtype=tf.bool, shape=[])

  # Variant 1: Call ""load_input_data"" inside tf.cond
  data_batch = tf.cond(load_inputs_pred, load_input_data, generate_input_data)
  # Variant 2: Call ""load_input_data"" outside tf.cond
  #loaded_data = load_input_data()
  #data_batch = tf.cond(load_inputs_pred, lambda: loaded_data, generate_input_data)

  init_op = tf.initialize_all_variables()

  with tf.Session() as sess:
    sess.run(init_op)

    coord = tf.train.Coordinator()
    threads = tf.train.start_queue_runners(sess=sess, coord=coord)

    print(threads)

    # Get generated input data
    data_batch_values = sess.run(data_batch, feed_dict={load_inputs_pred: False})
    print(data_batch_values)

    # Get input data loaded from disk
    data_batch_values = sess.run(data_batch, feed_dict={load_inputs_pred: True})
    print(data_batch_values)

if __name__ == '__main__':
  main()
</code></pre>

<h1>Problem</h1>

<p>Variant 1 does not work at all since the queue runner threads don't seem to run. <code>print(threads)</code> outputs something like <code>[&lt;Thread(Thread-1, stopped daemon 140165838264064)&gt;, ...]</code>.</p>

<p>Variant 2 does work and <code>print(threads)</code> outputs something like <code>[&lt;Thread(Thread-1, started daemon 140361854863104)&gt;, ...]</code>. But since <code>load_input_data()</code> has been called outside of <code>tf.cond</code>, batches of data will be loaded from disk even when <code>load_inputs_pred</code> is <code>False</code>.</p>

<p>Is it possible to make Variant 1 work, so that input data is only loaded when <code>load_inputs_pred</code> is <code>True</code> and not for every call to <code>session.run()</code>?</p>
","1"
"17238087","1","","<p>All the matplotlib <a href=""http://matplotlib.org/examples/pylab_examples/histogram_demo_extended.html"" rel=""noreferrer"">examples</a> with <code>hist()</code> generate a data set, provide the data set to the <code>hist</code> function with some bins (possibly non-uniformly spaced) and the function automatically calculates and then plots the histogram.</p>

<p>I already have histogram data and I simply want to plot it, how can I do that?! For example, I have the bins (half open ranges are denoted by the square and curved bracket notation),</p>

<pre><code>[0, 1)   0
[1, 2)   3
[2, 3)   8
[3, 4)   6
[4, 5)   2
[5, 6)   3
[6, 7)   1
[7, 8)   0
</code></pre>
","1"
"31391344","1","","<p>I wanted to ask if it's possible to create PDF/XLS documents as temporary files. I'm doing that to send them using flask afterwards. For pdf/xls files creation I use <strong>reportlab</strong> and <strong>xlsxwriter</strong> packages respectively. When I save document using their methods, I get the ""Python temporary file permission denied"" error. When I try to close using the <strong>tempfile</strong> methods, files become corrupted. Is there any way to overcome this? Or any other suitable solution?</p>

<p><strong>EDIT:</strong></p>

<p>Some code snippets:</p>

<pre><code>import xlswriter
import tempfile
from flask import after_this_request


@app.route('/some_url', method=['POST'])
def create_doc_function():
    @after_this_request
    def cleanup(response):
        temp.close()
        return response

    temp = tempfile.TemporaryFile()
    book = xlsxwriter.Workbook(temp.name)
    # some actions here ...
    book.close()  # raises ""Python temporaty file permission denied"" error.
                  # If missed, Excel book is gonna be corrupted, 
                  # i.e. blank, which make sense
    return send_file(temp, as_attachment=True, 
                     attachment_filename='my_document_name.xls')
</code></pre>

<p>Similar story with pdf files.</p>
","1"
"49307","1","","<p>Using the <code>zip</code> function, Python allows for loops to traverse multiple sequences in parallel.  </p>

<p><code>for (x,y) in zip(List1, List2):</code></p>

<p>Does MATLAB have an equivalent syntax? If not, what is the best way to iterate over two parallel arrays at the same time using MATLAB?</p>
","5"
"16746546","1","","<p>Suppose I have a Python program that runs slow- after profiliing and I have identified the bottleneck. One particular function from a 3rd party module I imported is particularly slow.</p>

<p>For this particular case, I know that function is implemented in Python (Used Eclipse and it's easy to jump to the function definition). So I know that I can convert that function into Cython as a speed-up option. (If it is already implemented in C, there is no point in writing it in Cython...). </p>

<p>If I don't have an IDE, what would be an easy option to determine this?
I know that I can go to the directory where the module is installed and infer that it is in C if the module is in .so. But is there any alternative? </p>

<p>Thanks</p>
","1"
"7801280","1","","<p>How do I display on an html page an xml?</p>

<p>how can I set in python text/html?</p>

<p>I'm writing in the html as:</p>

<pre><code>response.out.write
</code></pre>
","1"
"17019235","1","","<p>Say for example I want to match a substring if it contains a certain number of some character. However, I don't know the exact amount that character is, but I know it is not negative. How would I write this regex?</p>

<pre><code>from sys import stdin
import re
k = int(raw_input())
combo = re.compile(r'(?=(.*1.*){k})')
print [ s for s in combo.findall(stdin.readline().strip()) ]
</code></pre>

<p>Is this possible to do? If so, how do I do it?</p>

<p>EDIT:
Example input:
k = 2
string = 01010</p>

<p>Expected output: ""101"", ""0101"", ""1010"", ""01010""</p>

<p>So in each substring, it contains exactly 2 characters '1'</p>
","1"
"31378017","1","","<p>I am using Threads from the threading class for the first time and they don't seem to be freeing themselves up after the function runs. I am attempting to have a max of 5 threads running at once. Since one thread creates the next there will be some overlap but I'm seeing 2000+ threads running at once before I get the exception ""can't start new thread"".</p>

<pre><code>from threading import Thread
import string

URLS = ['LONG LIST OF URLS HERE']

currentThread = 0
LASTTHREAD = len(URLS) - 1
MAXTHREADS = 5
threads = [None] * (LASTTHREAD + 1)

def getURL(threadName, currentThread):
  print('Thread Name = ' + threadName)
  print('URL = ' + str(URLS[currentThread]))
  if currentThread &lt; LASTTHREAD:
    currentThread = currentThread + 1
    thisThread = currentThread
    try:
      threads[thisThread] = Thread(target = getURL, args = ('thread' + str(thisThread), currentThread, ))
      threads[thisThread].start()
      threads[thisThread].join()
    except Exception,e:
      print ""Error: unable to start thread""
      print str(e)

for i in range(0, MAXTHREADS):
  currentThread = currentThread + 1
  try:
    threads[i] = Thread(target = getURL, args = ('thread' + str(i), currentThread, ))
    threads[i].start()
    threads[i].join()
  except Exception,e:
    print ""Error: unable to start thread""
    print str(e)
</code></pre>

<p>I'm open to any other cleaning up I can do here as well since I'm pretty new to python and entirely new to threading. I'm just trying to get the threading set up properly at this point. Eventually this will scrape the URLS.</p>
","1"
"31378025","1","","

<p>I have two models:</p>

<pre class=""lang-python prettyprint-override""><code>class Answer(models.Model):
    ...

class Photo(models.Model):
    name = models.CharField(...)
    answer_id = models.Foreignkey(Answer, related_name='photos')
</code></pre>

<p>The relationship is one-to-many (one answer has many photos)</p>

<p>I need to write a reporting function that outputs all answers along with corresponding photos. Here is what I have:</p>

<pre class=""lang-python prettyprint-override""><code>def report():
    answers = Answer.objects.all()

    for answer in answers:
        result = extract_data(answer)
        for photo in answer.photos.all(): # &lt;- executed N times, as N = # of answers in db
            result += photo.name + '\r'

        append_result_to_report(result)
</code></pre>

<p>This works, but as you can see it already, the number of times <code>for photo in answer.photos.all()</code> will be executed equal to the number of answers in the db. </p>

<p>Preferably, I would like to only execute two db querys, one fetches all of the answers and the other fetches all of the photos. So I tried this:</p>

<pre class=""lang-python prettyprint-override""><code>def report():
    answers = Answer.objects.all()
    photos = list(Photo.objects.all()) # &lt;- store the result in memory
    for answer in answers:
        result = extract_data(answer)
        for photo in photos: 
            if photo.answer_id = answer.id:
                result += photo.name + '\r'

        append_result_to_report(result)
</code></pre>

<p>This approach has decreased the number of db queries down to two but it takes even longer to execute as whole. 9.5 seconds for this approach vs 7.5 seconds for the 1st approach.</p>

<p>Any suggestions on how to be more effcient?</p>

<p>Thank you!</p>

<p>P.S. I am using Django 1.8.2</p>

<hr>

<p>UPDATE: I used the method suggested by @Mark Galloway, and the execution time has dropped to 1.6 seconds. The number of queries becomes 3. Django performed the following query:</p>

<ul>
<li>select * from answer</li>
<li>select * from photo</li>
<li>select * from photo where 'photo.answer_id' in (19,20,3...) # the numbers inside the () does not seem to be continous</li>
</ul>

<p>I wonder what is the purpose of the last query?</p>
","2"
"24618318","1","","<p>Confession: this is for a class.</p>

<p>I am trying to generate all subsets of length 1 - length(full set), but they must be in order. </p>

<p>So, with an input of (4,2), valid results would be
(4), (4,2), and (2).
Would not be
(4,4) (2,2) or (2,4)</p>

<p><em>eta</em>
(4,2,2) should return (2,2) as well. </p>

<p>Length is not pre-determined. </p>

<p>What I have right now:</p>



<pre><code>def gen_all_partials(outcomes, length):
    """"""
    Iterative function that enumerates the set of all sequences of
    outcomes of lengths up to given length.
    """"""

    answer_set = set([()])
    for dummy_idx in range(length):
        temp_set = set()
        for partial_sequence in answer_set:
            for item in outcomes:
                new_sequence = list(partial_sequence)
                new_sequence.append(item)
                temp_set.add(tuple(new_sequence))
        answer_set = temp_set
    return answer_set
</code></pre>

<p>This is partially obtained by a given function. I don't understand how Python is iterating over an empty set in that 2nd ""for"" loop. This current code outputs (4,4), (2,2), and (2,4) in addition to the ""right"" answers. </p>

<p>I'm getting hung up on the nested loops and keeping track of multiple counters and having different lengths for the desired output. </p>

<p>I have also tried this:</p>

<pre><code>def gen_all_partials(outcomes, length):
    """"""
    Iterative function that enumerates the set of all sequences of
    outcomes of lengths up to given length.
    """"""

    answer_set = set([()])
    for dummy_idx in range(length):
        temp_set = set()
        for partial_sequence in answer_set:
            for item in outcomes:
                new_sequence = list(partial_sequence)
                new_sequence.append(item)
                if new_sequence not in temp_set:
                    temp_outcomes = list(outcomes[:])
                    add_to_set = True
                    for val in new_sequence:
                        if val in temp_outcomes:
                            order_list = []
                            for dummy_bit in val:
                                order_list.append(val.index(dummy_bit)) 
                                if order_list == order_list.sort():
                                    temp_outcomes.remove(val)
                                else:
                                    add_to_set = False
                        else: 
                            add_to_set = False
                    if add_to_set:
                        temp_set.add(tuple(new_sequence))
        answer_set = temp_set
    return answer_set
</code></pre>
","2"
"23962925","1","","<p>When i running ./manage.py from the virtualenv shows this error</p>

<blockquote>
  <p>(ENV)vijay@vijay-Ideapad-Z570:~/nightybuild/heroku-landing$ ls<br/>
  landingpage&nbsp;&nbsp;main&nbsp;&nbsp;&nbsp;  manage.py&nbsp;&nbsp;&nbsp;  Procfile&nbsp;&nbsp;&nbsp;  Readme.md&nbsp;&nbsp;&nbsp;  requirements.txt&nbsp;&nbsp;  static&nbsp;&nbsp;&nbsp;  templates&nbsp;&nbsp;&nbsp;<br/>
  (ENV)vijay@vijay-Ideapad-Z570:~/nightybuild/heroku-landing$ ./manage.py <br/>
  Traceback (most recent call last):<br/>
   &nbsp;&nbsp;&nbsp;&nbsp; File ""./manage.py"", line 8, in <br/>
      &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;from django.core.management import execute_from_command_line<br/>
  ImportError: No module named django.core.management<br/>
  (ENV)vijay@vijay-Ideapad-Z570:~/nightybuild/heroku-landing$ 
  <br/><br/></p>
</blockquote>

<p>but without activating virtualenv ./manage.py gives fine .<br/><br/></p>

<p>here is pip freeze output <br/></p>

<blockquote>
  <p>(ENV)vijay@vijay-Ideapad-Z570:~/nightybuild/heroku-landing$ pip freeze<br/>
  argparse==1.2.1<br/>
  distribute==0.6.24<br/>
  wsgiref==0.1.2<br/>
  (ENV)vijay@vijay-Ideapad-Z570:~/nightybuild/heroku-landing$ <br/></p>
</blockquote>

<p>but you know what my app up &amp; running on heroku fine .. I just cant figure out why it`s not running in locally .. ?</p>
","1"
"15679454","1","","<p>Hey guys I've got a problem. </p>

<p>I'm trying to send variable x that is found in script a to script b and then execute script b with that variable. </p>

<p>Example:</p>

<p>Script a</p>

<pre><code>x = 10
ssh = paramiko.SSHClient()
ssh.connect(server, username=username, password=password)
ssh_stdin, ssh_stdout, ssh_stderr = ssh.exec_command(x &gt;&gt; scriptB.py)
ssh_stdin, ssh_stdout, ssh_stderr = ssh.exec_command(./scriptB.py)
</code></pre>

<p>Script b</p>

<pre><code>y = x
print y
</code></pre>

<p>Any ideas on how I could do this?</p>

<p>Thanks</p>
","1"
"31378062","1","","<p>I am trying to redirect to another from a Django view, like so</p>

<pre><code>url = reverse(""enterOTP"",args=(),  kwargs={""status"": status})

def enterOTP(request, *args, **kwargs):
        form = OTP()
        return render(request,""enterotp.html"", {""form"":form, ""status"":status})
</code></pre>

<p>And this is my URLconf</p>

<pre><code>url(r'enterotp/(?P&lt;status&gt;[-\w]+)/$', 'FlowSimulator.views.enterOTP', name = ""enterOTP"")
</code></pre>

<p>I keep getting the NoReverseMatch error. What am I doing wrong?</p>
","1"
"15679467","1","","<p>I'm parsing XML in python by ElementTree</p>

<pre><code>import xml.etree.ElementTree as ET 
tree = ET.parse('try.xml')
root = tree.getroot()
</code></pre>

<p>I wish to parse all the 'xml' files in a given directory. The user should enter only the directory name and I should be able to loop through all the files in directory and parse them one by one. Can someone tell me the approach. I'm using Linux. </p>
","1"
"31378137","1","","<p>I've created a program which finds the minimum of each row of a CSV file and I would now like to do the same for each column, however I have been unable to do so. Any advice would be greatly appreciated thank you.</p>

<pre><code>       #Import and convert csv
  import csv
  data = []
  with open(file,""r"") as f:
        reader = csv.reader(f, delimiter=',')
  #make sure csv uses ""."" not "","" !!!!!
        nump = 0 
        for row in reader:
              floatrow = []
              for val in row:
                    floatrow.append(float(val))
              nump += len(floatrow)
              data.append(floatrow)

  #Calculates minimum of each row, minimum and sum of row           
  minrr = []
  sum1 = 0.0
  for row in data:
      list2 = (min (filter(None, row)))
      minrr.append(list2)
      sum1 += sum(row)
</code></pre>
","3"
